State,Arrival_Date,Min Price,Max Price,Modal Price
Gujarat,2012-01-01,1892.0,2773.0,2267.0
Gujarat,2012-01-02,6705.714285714285,7760.714285714285,7339.964285714285
Gujarat,2012-01-03,10424.444444444445,11659.444444444445,11126.111111111111
Gujarat,2012-01-04,3958.3333333333335,4896.666666666667,4456.666666666667
Gujarat,2012-01-05,3227.75,4072.25,3661.0
Gujarat,2012-01-06,4369.545454545455,6178.181818181818,5582.045454545455
Gujarat,2012-01-07,1406.0,1811.0,1601.0
Gujarat,2012-01-08,3136.0,3829.0,3614.4666666666667
Gujarat,2012-01-09,1365.0,2136.0,1795.5
Gujarat,2012-01-10,1950.0,3105.0,2552.5
Gujarat,2012-01-11,3318.6666666666665,4041.3333333333335,3689.866666666667
Gujarat,2012-01-12,7480.260869565217,8299.782608695652,7960.54347826087
Gujarat,2012-01-13,4983.0,6090.0,5590.966666666666
Gujarat,2012-01-14,2513.75,3201.25,2913.75
Gujarat,2012-01-15,1696.6666666666667,2690.0,2500.0
Gujarat,2012-01-16,6215.7692307692305,7100.461538461538,6751.923076923077
Gujarat,2012-01-17,5490.384615384615,6688.076923076923,6201.346153846154
Gujarat,2012-01-18,5305.3125,6439.375,5951.40625
Gujarat,2012-01-19,5725.3125,6735.3125,6367.78125
Gujarat,2012-01-20,5279.0625,6648.4375,6095.09375
Gujarat,2012-01-21,5593.571428571428,6548.928571428572,6225.5
Gujarat,2012-01-22,2666.6666666666665,3170.0,3001.6666666666665
Gujarat,2012-01-23,6737.916666666667,8240.0,7656.416666666667
Gujarat,2012-01-24,5972.5,7532.857142857143,7127.464285714285
Gujarat,2012-01-25,6629.0,7756.0,7264.5
Gujarat,2012-01-26,2788.3333333333335,3306.6666666666665,3072.5
Gujarat,2012-01-27,6249.642857142857,7516.071428571428,7013.714285714285
Gujarat,2012-01-28,4723.333333333333,5374.166666666667,5059.583333333333
Gujarat,2012-01-29,2920.0,3530.0,3300.0
Gujarat,2012-01-30,5805.0,6763.0,6303.8
Gujarat,2012-01-31,6018.333333333333,6652.083333333333,6379.375
Gujarat,2012-02-01,4390.294117647059,4993.117647058823,4713.470588235294
Gujarat,2012-02-02,6808.846153846154,7877.307692307692,7612.115384615385
Gujarat,2012-02-03,9754.166666666666,11433.75,10856.666666666666
Gujarat,2012-02-04,7215.384615384615,8585.0,8020.0
